,지역코드,법정동,년,월,일,아파트,건축년도,층,전용면적,거래금액
2,11140, 회현동1가,2016,10,11~20,남산 롯데캐슬 아이리스,2011,15,133.98,"   118,000"
3,11140, 회현동2가,2016,10,11~20,쌍용남산플래티넘,2010,8,158.97,"   123,000"
4,11140, 회현동2가,2016,10,11~20,쌍용남산플래티넘,2010,29,166.24,"   157,000"
5,11140, 회현동2가,2016,10,21~31,쌍용남산플래티넘,2010,26,166.24,"   150,000"
6,11140, 충무로4가,2016,10,1~10,남산센트럴 자이,2009,26,89.307,"    68,000"
7,11140, 충무로4가,2016,10,1~10,남산센트럴 자이,2009,17,114.84,"    81,000"
8,11140, 인현동2가,2016,10,21~31,신성상가,1968,10,48.56,"    17,700"
9,11140, 신당동,2016,10,1~10,남산타운,2002,3,59.94,"    47,500"
0,11140, 남대문로5가,2016,11,1~10,남산트라팰리스,2010,30,126.78,"   105,000"
1,11140, 남대문로5가,2016,11,11~20,남산트라팰리스,2010,13,142.23,"   115,000"
2,11140, 회현동1가,2016,11,1~10,남산 롯데캐슬 아이리스,2011,30,133.98,"   129,000"
3,11140, 충무로4가,2016,11,1~10,진양상가,1970,15,107.9,"    35,600"
4,11140, 충무로4가,2016,11,1~10,남산센트럴 자이,2009,22,135.533,"    94,000"
5,11140, 충무로4가,2016,11,1~10,남산센트럴 자이,2009,19,82.413,"    63,700"
6,11140, 충무로4가,2016,11,21~30,남산센트럴 자이,2009,13,89.307,"    65,700"
7,11140, 충무로4가,2016,11,21~30,진양상가,1970,8,71.93,"    34,000"
8,11140, 충무로5가,2016,11,11~20,충무로엘크루메크로시티2,2016,14,22.75,"    23,700"
9,11140, 산림동,2016,11,1~10,청계상가,1971,6,70.74,"    27,000"
0,11140, 남대문로5가,2016,12,1~10,남산트라팰리스,2010,26,142.23,"   133,000"
1,11140, 회현동1가,2016,12,21~31,남산 롯데캐슬 아이리스,2011,22,40.9,"    55,000"
2,11140, 충무로4가,2016,12,1~10,남산센트럴 자이,2009,6,135.533,"    81,500"
3,11140, 충무로4가,2016,12,21~31,진양상가,1970,16,95.8,"    49,500"
4,11140, 충무로5가,2016,12,1~10,충무로엘크루메크로시티2,2016,6,35.57,"    33,000"
5,11140, 인현동2가,2016,12,1~10,신성상가,1968,8,41.62,"    19,200"
6,11140, 묵정동,2016,12,1~10,충무,1982,6,67.77,"    36,750"
7,11140, 묵정동,2016,12,1~10,묵정,1981,9,52.46,"    27,900"
8,11140, 필동1가,2016,12,11~20,하니맨션,1972,13,32.96,"    11,000"
9,11140, 신당동,2016,12,1~10,래미안하이베르,2011,10,117,"    72,200"
0,11140, 회현동1가,2017,1,11~20,남산 롯데캐슬 아이리스,2011,23,103.49,"    95,000"
1,11140, 회현동1가,2017,1,11~20,남산 롯데캐슬 아이리스,2011,8,133.98,"   120,000"
2,11140, 회현동2가,2017,1,11~20,쌍용남산플래티넘,2010,32,158.97,"   152,500"
3,11140, 충무로4가,2017,1,11~20,진양상가,1970,6,71.93,"    33,000"
4,11140, 충무로4가,2017,1,11~20,진양상가,1970,14,107.9,"    44,750"
5,11140, 충무로4가,2017,1,21~31,남산센트럴 자이,2009,10,80.473,"    59,500"
6,11140, 충무로4가,2017,1,21~31,남산센트럴 자이,2009,17,89.307,"    63,500"
7,11140, 묵정동,2017,1,1~10,묵정,1981,8,52.46,"    25,500"
8,11140, 묵정동,2017,1,1~10,묵정,1981,1,52.46,"    27,000"
9,11140, 신당동,2017,1,1~10,신당푸르지오,2005,14,114.48,"    68,000"
0,11140, 남대문로5가,2017,2,1~10,남산트라팰리스,2010,21,148.47,"   131,700"
1,11140, 회현동1가,2017,2,1~10,남산 SK LEADERS VIEW,2010,13,137.53,"   105,000"
2,11140, 회현동2가,2017,2,1~10,쌍용남산플래티넘,2010,22,166.24,"   143,000"
3,11140, 충무로4가,2017,2,1~10,남산센트럴 자이,2009,16,114.84,"    81,000"
4,11140, 인현동2가,2017,2,21~28,신성상가,1968,7,42.31,"    19,200"
5,11140, 장충동1가,2017,2,11~20,상지리츠빌장충동카일룸,2008,5,244.75,"   420,000"
6,11140, 신당동,2017,2,1~10,현대,1993,10,79.11,"    45,000"
7,11140, 신당동,2017,2,1~10,푸른마을(B),2001,2,57.83,"    25,000"
8,11140, 신당동,2017,2,1~10,남산타운,2002,17,114.88,"    76,500"
9,11140, 신당동,2017,2,1~10,약수하이츠,1999,7,57.63,"    40,000"
0,11140, 남대문로5가,2017,3,21~31,남산트라팰리스,2010,10,142.23,"   100,000"
1,11140, 회현동1가,2017,3,1~10,남산 롯데캐슬 아이리스,2011,29,103.49,"   100,000"
2,11140, 회현동1가,2017,3,1~10,남산 SK LEADERS VIEW,2010,16,137.53,"   120,000"
3,11140, 회현동1가,2017,3,1~10,남산 SK LEADERS VIEW,2010,27,122.7,"   103,000"
4,11140, 회현동1가,2017,3,11~20,삼풍,1975,6,63.87,"    33,000"
5,11140, 회현동1가,2017,3,11~20,남산 SK LEADERS VIEW,2010,6,145.79,"   107,000"
6,11140, 회현동1가,2017,3,11~20,남산 롯데캐슬 아이리스,2011,10,133.98,"   120,000"
7,11140, 회현동1가,2017,3,21~31,남산 롯데캐슬 아이리스,2011,18,40.9,"    54,500"
8,11140, 충무로4가,2017,3,11~20,남산센트럴 자이,2009,7,80.473,"    59,000"
9,11140, 충무로4가,2017,3,11~20,남산센트럴 자이,2009,14,89.307,"    68,000"
0,11140, 남대문로5가,2017,4,11~20,남산트라팰리스,2010,24,148.47,"   120,000"
1,11140, 회현동1가,2017,4,1~10,남산 SK LEADERS VIEW,2010,10,137.57,"   102,500"
2,11140, 회현동1가,2017,4,21~30,남산 SK LEADERS VIEW,2010,11,145.79,"   120,000"
3,11140, 충무로4가,2017,4,1~10,남산센트럴 자이,2009,8,114.84,"    72,000"
4,11140, 충무로5가,2017,4,21~30,충무로엘크루메크로시티2,2016,12,22.75,"    23,480"
5,11140, 묵정동,2017,4,1~10,충무,1982,1,54.18,"    29,900"
6,11140, 산림동,2017,4,11~20,청계상가,1971,5,83.64,"    32,500"
7,11140, 신당동,2017,4,1~10,삼성,1999,13,59.97,"    46,800"
8,11140, 신당동,2017,4,1~10,삼성,1999,7,84.96,"    53,500"
9,11140, 신당동,2017,4,1~10,신당푸르지오,2005,14,84.39,"    61,900"
0,11140, 회현동1가,2017,5,11~20,남산 롯데캐슬 아이리스,2011,8,113.46,"    95,000"
1,11140, 회현동1가,2017,5,11~20,남산 롯데캐슬 아이리스,2011,26,133.98,"   128,000"
2,11140, 회현동1가,2017,5,21~31,남산 롯데캐슬 아이리스,2011,16,40.9,"    54,000"
3,11140, 회현동2가,2017,5,11~20,쌍용남산플래티넘,2010,13,158.97,"   122,500"
4,11140, 회현동2가,2017,5,21~31,쌍용남산플래티넘,2010,12,166.24,"   127,500"
5,11140, 충무로4가,2017,5,11~20,남산센트럴 자이,2009,7,114.84,"    79,000"
6,11140, 충무로4가,2017,5,11~20,진양상가,1970,7,101.19,"    50,000"
7,11140, 충무로4가,2017,5,11~20,진양상가,1970,7,71.93,"    37,000"
8,11140, 충무로4가,2017,5,21~31,진양상가,1970,10,71.93,"    33,000"
9,11140, 묵정동,2017,5,21~31,묵정,1981,4,52.46,"    28,000"
0,11140, 남대문로5가,2017,6,1~10,남산트라팰리스,2010,31,126.78,"   116,000"
1,11140, 남대문로5가,2017,6,21~30,남산트라팰리스,2010,16,116.11,"   107,000"
2,11140, 남대문로5가,2017,6,21~30,남산트라팰리스,2010,25,142.23,"   135,000"
3,11140, 남대문로5가,2017,6,21~30,남산트라팰리스,2010,9,142.23,"   102,045"
4,11140, 회현동1가,2017,6,1~10,남산 롯데캐슬 아이리스,2011,22,33.81,"    45,000"
5,11140, 회현동1가,2017,6,1~10,남산 롯데캐슬 아이리스,2011,22,176.42,"   145,000"
6,11140, 회현동1가,2017,6,1~10,남산 롯데캐슬 아이리스,2011,24,40.9,"    55,000"
7,11140, 회현동1가,2017,6,1~10,남산 SK LEADERS VIEW,2010,4,137.53,"    97,500"
8,11140, 회현동1가,2017,6,1~10,삼풍,1975,9,63.88,"    27,000"
9,11140, 회현동1가,2017,6,1~10,남산 롯데캐슬 아이리스,2011,6,40.9,"    54,700"
0,11140, 남창동,2017,7,1~10,경서,1970,7,56.11,"    25,300"
1,11140, 남대문로5가,2017,7,1~10,남산트라팰리스,2010,7,148.47,"   108,000"
2,11140, 남대문로5가,2017,7,1~10,남산트라팰리스,2010,16,148.47,"   115,000"
3,11140, 남대문로5가,2017,7,11~20,남산트라팰리스,2010,21,126.78,"   110,000"
4,11140, 남대문로5가,2017,7,21~31,남산트라팰리스,2010,5,148.47,"   107,000"
5,11140, 회현동1가,2017,7,1~10,남산 롯데캐슬 아이리스,2011,29,113.46,"    99,700"
6,11140, 회현동1가,2017,7,11~20,삼풍,1975,4,66.15,"    31,000"
7,11140, 회현동1가,2017,7,21~31,삼풍,1975,2,65.97,"    29,000"
8,11140, 회현동1가,2017,7,21~31,남산 롯데캐슬 아이리스,2011,25,133.98,"   123,000"
9,11140, 충무로4가,2017,7,1~10,진양상가,1970,5,71.93,"    35,000"
0,11140, 남창동,2017,8,21~31,경서,1970,2,56.11,"    23,000"
1,11140, 회현동1가,2017,8,21~31,삼풍,1975,8,46.85,"    22,000"
2,11140, 충무로4가,2017,8,1~10,남산센트럴 자이,2009,15,114.84,"    80,250"
3,11140, 충무로4가,2017,8,11~20,남산센트럴 자이,2009,8,89.307,"    65,000"
4,11140, 충무로4가,2017,8,21~31,진양상가,1970,11,71.93,"    34,700"
5,11140, 묵정동,2017,8,1~10,묵정,1981,2,52.46,"    26,300"
6,11140, 산림동,2017,8,1~10,청계상가,1971,8,69.42,"    32,500"
7,11140, 신당동,2017,8,1~10,신당푸르지오,2005,18,145.1,"    76,500"
8,11140, 신당동,2017,8,1~10,남산타운,2002,15,114.88,"    75,800"
9,11140, 신당동,2017,8,1~10,신당푸르지오,2005,6,114.48,"    70,700"
0,11140, 남대문로5가,2017,9,1~10,남산트라팰리스,2010,4,142.23,"    98,000"
1,11140, 충무로4가,2017,9,1~10,진양상가,1970,12,71.93,"    40,150"
2,11140, 충무로4가,2017,9,11~20,남산센트럴 자이,2009,6,128.952,"    80,000"
3,11140, 충무로4가,2017,9,21~30,남산센트럴 자이,2009,24,89.307,"    69,000"
4,11140, 충무로4가,2017,9,21~30,진양상가,1970,12,95.8,"    46,000"
5,11140, 을지로5가,2017,9,21~30,삼성파크빌(39-1),2006,7,84.85,"    33,000"
6,11140, 산림동,2017,9,11~20,대림상가,1972,9,68.1,"    50,000"
7,11140, 신당동,2017,9,1~10,약수하이츠,1999,10,84.88,"    72,300"
8,11140, 신당동,2017,9,1~10,삼성,1999,6,84.96,"    63,000"
9,11140, 신당동,2017,9,1~10,약수하이츠,1999,15,84.88,"    69,500"
0,11140, 남대문로5가,2017,10,21~31,남산트라팰리스,2010,30,126.78,"   105,000"
1,11140, 회현동1가,2017,10,21~31,남산 롯데캐슬 아이리스,2011,26,133.98,"   130,000"
2,11140, 회현동1가,2017,10,21~31,남산 롯데캐슬 아이리스,2011,10,44.99,"    58,500"
3,11140, 회현동1가,2017,10,21~31,남산 롯데캐슬 아이리스,2011,14,113.46,"    94,000"
4,11140, 회현동2가,2017,10,11~20,쌍용남산플래티넘,2010,12,177,"   152,500"
5,11140, 충무로4가,2017,10,11~20,남산센트럴 자이,2009,21,135.533,"    95,000"
6,11140, 묵정동,2017,10,21~31,묵정,1981,10,52.46,"    29,000"
7,11140, 신당동,2017,10,1~10,남산타운,2002,1,114.88,"    65,000"
8,11140, 신당동,2017,10,1~10,현대,1993,6,83.97,"    46,700"
9,11140, 신당동,2017,10,1~10,현대,1993,15,121.14,"    59,800"
0,11140, 남창동,2017,11,11~20,경서,1970,1,50.15,"    21,000"
1,11140, 남대문로5가,2017,11,1~10,남산트라팰리스,2010,21,142.23,"   130,000"
2,11140, 회현동1가,2017,11,1~10,남산 SK LEADERS VIEW,2010,21,176.26,"   154,500"
3,11140, 회현동1가,2017,11,1~10,남산 롯데캐슬 아이리스,2011,16,113.46,"   102,500"
4,11140, 회현동1가,2017,11,21~30,삼풍,1975,7,69.13,"    32,000"
5,11140, 회현동2가,2017,11,21~30,쌍용남산플래티넘,2010,13,166.24,"   135,000"
6,11140, 충무로5가,2017,11,11~20,충무로엘크루메크로시티2,2016,11,22.75,"    23,400"
7,11140, 신당동,2017,11,1~10,약수하이츠,1999,3,57.63,"    50,000"
8,11140, 신당동,2017,11,1~10,약수하이츠,1999,2,65.37,"    55,000"
9,11140, 신당동,2017,11,1~10,삼성,1999,1,59.97,"    48,000"
0,11140, 남대문로5가,2017,12,1~10,남산트라팰리스,2010,32,116.11,"   109,000"
1,11140, 남대문로5가,2017,12,21~31,남산트라팰리스,2010,17,116.11,"   113,000"
2,11140, 회현동1가,2017,12,1~10,삼풍,1975,1,59.5,"    18,300"
3,11140, 회현동1가,2017,12,1~10,남산 롯데캐슬 아이리스,2011,11,187.44,"   139,000"
4,11140, 회현동1가,2017,12,11~20,남산 롯데캐슬 아이리스,2011,22,176.42,"   160,000"
5,11140, 회현동1가,2017,12,11~20,삼풍,1975,6,66.15,"    34,800"
6,11140, 회현동1가,2017,12,11~20,남산 롯데캐슬 아이리스,2011,10,40.9,"    55,000"
7,11140, 충무로4가,2017,12,11~20,남산센트럴 자이,2009,8,80.473,"    59,000"
8,11140, 충무로4가,2017,12,21~31,진양상가,1970,9,95.8,"    48,500"
9,11140, 충무로4가,2017,12,21~31,진양상가,1970,12,71.93,"    45,000"
0,11170, 후암동,2014,1,1~10,신주에지앙,2004,1,107.96,"    45,000"
1,11170, 후암동,2014,1,1~10,신주에지앙,2004,2,111.4,"    48,000"
2,11170, 후암동,2014,1,1~10,신주에지앙,2004,3,107.96,"    52,000"
3,11170, 동자동,2014,1,1~10,센트레빌아스테리움서울,2013,22,128.06,"    98,571"
4,11170, 동자동,2014,1,1~10,센트레빌아스테리움서울,2013,6,149.05,"    99,904"
5,11170, 동자동,2014,1,11~20,센트레빌아스테리움서울,2013,30,181.5,"   131,670"
6,11170, 동자동,2014,1,11~20,센트레빌아스테리움서울,2013,33,181.5,"   133,645"
7,11170, 동자동,2014,1,11~20,센트레빌아스테리움서울,2013,10,145.2,"   107,582"
8,11170, 동자동,2014,1,11~20,센트레빌아스테리움서울,2013,31,181.5,"   132,329"
9,11170, 동자동,2014,1,21~31,센트레빌아스테리움서울,2013,32,208.39,"   171,874"
0,11170, 후암동,2014,2,11~20,신후암,1971,1,60.03,"    14,000"
1,11170, 후암동,2014,2,21~28,후암미주,1980,1,62.74,"    38,000"
2,11170, 용산동2가,2014,2,11~20,용암한신,1982,3,72.66,"    32,000"
3,11170, 동자동,2014,2,1~10,센트레빌아스테리움서울,2013,4,131.05,"    84,041"
4,11170, 동자동,2014,2,1~10,센트레빌아스테리움서울,2013,33,181.5,"   141,118"
5,11170, 동자동,2014,2,11~20,센트레빌아스테리움서울,2013,3,145.2,"    94,998"
6,11170, 동자동,2014,2,11~20,센트레빌아스테리움서울,2013,34,208.39,"   173,576"
7,11170, 동자동,2014,2,11~20,센트레빌아스테리움서울,2013,30,181.5,"   145,271"
8,11170, 동자동,2014,2,21~28,센트레빌아스테리움서울,2013,5,145.2,"   100,167"
9,11170, 동자동,2014,2,21~28,센트레빌아스테리움서울,2013,3,128.06,"    79,299"
0,11170, 후암동,2014,3,11~20,삼안리치8차,2004,1,84.78,"    48,000"
1,11170, 후암동,2014,3,11~20,브라운스톤남산,2004,1,166.56,"    87,500"
2,11170, 후암동,2014,3,21~31,(41-1),2012,2,84.04,"    42,800"
3,11170, 갈월동,2014,3,1~10,두리파크빌,2004,1,84.09,"    46,000"
4,11170, 동자동,2014,3,1~10,센트레빌아스테리움서울,2013,13,131.05,"    90,611"
5,11170, 동자동,2014,3,1~10,센트레빌아스테리움서울,2013,5,128.06,"    82,823"
6,11170, 동자동,2014,3,1~10,동자,1969,1,44.79,"    26,200"
7,11170, 동자동,2014,3,1~10,센트레빌아스테리움서울,2013,29,181.5,"   131,012"
8,11170, 동자동,2014,3,11~20,센트레빌아스테리움서울,2013,8,145.2,"   105,688"
9,11170, 동자동,2014,3,11~20,센트레빌아스테리움서울,2013,11,128.06,"    87,658"
0,11170, 후암동,2014,4,1~10,삼안리치8차,2004,2,84.78,"    45,000"
1,11170, 후암동,2014,4,11~20,힐튼빌리지1차,2002,5,143.49,"    62,500"
2,11170, 후암동,2014,4,21~30,후암미주,1980,5,62.78,"    40,000"
3,11170, 후암동,2014,4,21~30,후암미주,1980,3,64.26,"    20,000"
4,11170, 동자동,2014,4,1~10,센트레빌아스테리움서울,2013,30,208.39,"   151,616"
5,11170, 동자동,2014,4,1~10,센트레빌아스테리움서울,2013,5,131.05,"    86,812"
6,11170, 원효로1가,2014,4,1~10,리첸시아용산,2010,13,122.85,"    74,900"
7,11170, 산천동,2014,4,21~30,리버힐삼성,2001,20,84.98,"    44,450"
8,11170, 산천동,2014,4,21~30,리버힐삼성,2001,14,84.98,"    48,000"
9,11170, 산천동,2014,4,21~30,리버힐삼성,2001,17,59.55,"    34,500"
0,11170, 후암동,2014,5,21~31,(41-1),2012,4,83.04,"    45,700"
1,11170, 동자동,2014,5,1~10,센트레빌아스테리움서울,2013,33,181.5,"   147,450"
2,11170, 동자동,2014,5,1~10,센트레빌아스테리움서울,2013,34,181.5,"   156,461"
3,11170, 신창동,2014,5,1~10,세방리버하이빌,2005,10,84.77,"    46,500"
4,11170, 산천동,2014,5,11~20,리버힐삼성,2001,9,84.98,"    50,800"
5,11170, 산천동,2014,5,11~20,리버힐삼성,2001,13,84.98,"    49,000"
6,11170, 산천동,2014,5,21~31,리버힐삼성,2001,6,84.98,"    46,000"
7,11170, 산천동,2014,5,21~31,리버힐삼성,2001,4,59.55,"    33,800"
8,11170, 원효로4가,2014,5,11~20,강변삼성스위트,1999,18,59.94,"    42,500"
9,11170, 원효로4가,2014,5,21~31,한강수,2005,6,139.41,"    78,000"
0,11170, 후암동,2014,6,1~10,힐튼빌리지2차,2002,1,154.33,"    77,500"
1,11170, 후암동,2014,6,21~30,힐튼빌리지1차,2002,5,90.51,"    49,000"
2,11170, 갈월동,2014,6,1~10,두리파크빌,2004,4,69.26,"    40,300"
3,11170, 동자동,2014,6,11~20,센트레빌아스테리움서울,2013,27,149.05,"   113,366"
4,11170, 동자동,2014,6,21~30,센트레빌아스테리움서울,2013,29,208.39,"   169,322"
5,11170, 동자동,2014,6,21~30,센트레빌아스테리움서울,2013,30,208.39,"   170,173"
6,11170, 원효로1가,2014,6,11~20,리첸시아용산,2010,9,107.45,"    69,000"
7,11170, 산천동,2014,6,1~10,리버힐삼성,2001,4,84.98,"    49,500"
8,11170, 산천동,2014,6,1~10,한강타운,2001,8,59.69,"    30,800"
9,11170, 산천동,2014,6,11~20,리버힐삼성,2001,9,59.98,"    40,900"
0,11170, 후암동,2014,7,1~10,후암미주,1980,4,64.26,"    42,000"
1,11170, 후암동,2014,7,21~31,명남아띠팰리스,2006,5,68.61,"    42,000"
2,11170, 동자동,2014,7,1~10,센트레빌아스테리움서울,2013,25,149.05,"   112,276"
3,11170, 동자동,2014,7,21~31,센트레빌아스테리움서울,2013,18,131.05,"    89,800"
4,11170, 동자동,2014,7,21~31,센트레빌아스테리움서울,2013,27,145.2,"   109,361"
5,11170, 원효로1가,2014,7,11~20,로얄카운티-2,2006,7,134.53,"    60,000"
6,11170, 신창동,2014,7,21~31,세방리버하이빌,2005,11,84.77,"    46,900"
7,11170, 산천동,2014,7,11~20,리버힐삼성,2001,2,84.98,"    44,700"
8,11170, 산천동,2014,7,11~20,한강타운,2001,5,59.69,"    30,500"
9,11170, 산천동,2014,7,11~20,리버힐삼성,2001,15,59.55,"    36,000"
0,11170, 후암동,2014,8,1~10,후암,2002,4,84.93,"    51,000"
1,11170, 후암동,2014,8,21~31,삼안리치10차,2005,4,83.69,"    49,500"
2,11170, 동자동,2014,8,1~10,센트레빌아스테리움서울,2013,19,131.05,"    95,000"
3,11170, 동자동,2014,8,11~20,센트레빌아스테리움서울,2013,27,145.2,"   117,000"
4,11170, 동자동,2014,8,21~31,센트레빌아스테리움서울,2013,4,149.05,"    96,715"
5,11170, 산천동,2014,8,1~10,리버힐삼성,2001,16,59.55,"    39,500"
6,11170, 산천동,2014,8,1~10,한강타운,2001,7,59.69,"    30,400"
7,11170, 산천동,2014,8,11~20,리버힐삼성,2001,8,114.48,"    60,000"
8,11170, 산천동,2014,8,21~31,리버힐삼성,2001,5,84.98,"    50,000"
9,11170, 산천동,2014,8,21~31,한강타운,2001,5,59.69,"    31,400"
0,11170, 후암동,2014,9,1~10,제일,2004,5,48.99,"    26,000"
1,11170, 후암동,2014,9,11~20,화인,2002,2,137.37,"    60,000"
2,11170, 동자동,2014,9,1~10,센트레빌아스테리움서울,2013,13,145.2,"   110,000"
3,11170, 동자동,2014,9,1~10,센트레빌아스테리움서울,2013,21,149.05,"   111,186"
4,11170, 동자동,2014,9,11~20,센트레빌아스테리움서울,2013,34,208.39,"   154,648"
5,11170, 동자동,2014,9,11~20,센트레빌아스테리움서울,2013,14,128.06,"    89,970"
6,11170, 동자동,2014,9,11~20,센트레빌아스테리움서울,2013,5,149.05,"    99,904"
7,11170, 동자동,2014,9,11~20,센트레빌아스테리움서울,2013,19,128.06,"    89,970"
8,11170, 동자동,2014,9,11~20,센트레빌아스테리움서울,2013,13,149.05,"   105,736"
9,11170, 동자동,2014,9,11~20,센트레빌아스테리움서울,2013,22,128.06,"    92,176"
0,11170, 후암동,2014,10,11~20,브라운스톤남산,2004,3,163.27,"    95,000"
1,11170, 동자동,2014,10,1~10,센트레빌아스테리움서울,2013,5,131.05,"    87,900"
2,11170, 동자동,2014,10,1~10,센트레빌아스테리움서울,2013,14,128.06,"    88,000"
3,11170, 동자동,2014,10,1~10,센트레빌아스테리움서울,2013,4,149.05,"   103,134"
4,11170, 동자동,2014,10,1~10,센트레빌아스테리움서울,2013,25,128.06,"    93,080"
5,11170, 동자동,2014,10,1~10,센트레빌아스테리움서울,2013,5,149.05,"   107,419"
6,11170, 동자동,2014,10,1~10,센트레빌아스테리움서울,2013,21,131.05,"    95,281"
7,11170, 동자동,2014,10,11~20,센트레빌아스테리움서울,2013,33,208.39,"   153,890"
8,11170, 동자동,2014,10,11~20,센트레빌아스테리움서울,2013,31,208.39,"   152,374"
9,11170, 동자동,2014,10,11~20,센트레빌아스테리움서울,2013,12,145.2,"   110,000"
0,11170, 후암동,2014,11,11~20,뉴후암,1973,1,40.99,"    16,000"
1,11170, 용산동2가,2014,11,1~10,한신,1981,5,81.7,"    49,000"
2,11170, 동자동,2014,11,11~20,센트레빌아스테리움서울,2013,16,131.05,"    92,826"
3,11170, 청파동3가,2014,11,1~10,한울글로리B,2003,2,62.14,"    30,500"
4,11170, 원효로1가,2014,11,21~30,용산 더프라임,2014,6,38.61,"    35,000"
5,11170, 산천동,2014,11,1~10,한강타운,2001,7,59.69,"    31,900"
6,11170, 산천동,2014,11,11~20,한강타운,2001,7,59.69,"    31,500"
7,11170, 산천동,2014,11,11~20,리버힐삼성,2001,3,114.48,"    59,500"
8,11170, 산천동,2014,11,21~30,한강타운,2001,2,59.69,"    29,600"
9,11170, 산천동,2014,11,21~30,리버힐삼성,2001,8,59.55,"    36,400"
0,11170, 후암동,2014,12,1~10,브라운스톤남산,2004,2,168.41,"    88,000"
1,11170, 동자동,2014,12,1~10,센트레빌아스테리움서울,2013,4,145.2,"    97,948"
2,11170, 동자동,2014,12,1~10,센트레빌아스테리움서울,2013,28,128.06,"    95,304"
3,11170, 청파동3가,2014,12,1~10,베르체,2003,7,68.61,"    29,000"
4,11170, 원효로1가,2014,12,21~31,용산 더프라임,2014,21,84.976,"    72,000"
5,11170, 신창동,2014,12,1~10,세방리버하이빌,2005,3,59.76,"    36,000"
6,11170, 산천동,2014,12,1~10,리버힐삼성,2001,18,114.48,"    67,000"
7,11170, 산천동,2014,12,1~10,한강타운,2001,1,59.69,"    29,500"
8,11170, 산천동,2014,12,1~10,리버힐삼성,2001,14,59.55,"    35,450"
9,11170, 산천동,2014,12,11~20,리버힐삼성,2001,17,59.55,"    40,650"
0,11170, 후암동,2015,1,11~20,명남아띠팰리스,2006,5,76.27,"    49,800"
1,11170, 후암동,2015,1,21~31,삼안리치10차,2005,-1,73.6,"    38,500"
2,11170, 용산동2가,2015,1,1~10,용암한신,1982,2,67.93,"    27,500"
3,11170, 신창동,2015,1,11~20,세방리버하이빌,2005,1,84.77,"    40,000"
4,11170, 산천동,2015,1,1~10,리버힐삼성,2001,3,84.98,"    47,800"
5,11170, 산천동,2015,1,21~31,한강타운,2001,10,59.69,"    31,200"
6,11170, 원효로3가,2015,1,11~20,금성,1971,3,30.84,"    20,000"
7,11170, 원효로4가,2015,1,1~10,산호,1977,3,85.95,"    55,000"
8,11170, 원효로4가,2015,1,11~20,산호,1977,4,86.12,"    58,000"
9,11170, 원효로4가,2015,1,11~20,산호,1977,1,78.06,"    48,000"
0,11170, 청파동1가,2015,2,11~20,목화,2004,6,61.35,"    29,000"
1,11170, 원효로1가,2015,2,11~20,용산 더프라임,2014,10,84.976,"    67,000"
2,11170, 원효로1가,2015,2,21~28,용산 더프라임,2014,18,84.976,"    70,000"
3,11170, 원효로1가,2015,2,21~28,용산 더프라임,2014,6,59.557,"    52,800"
4,11170, 산천동,2015,2,1~10,한강타운,2001,2,59.69,"    29,500"
5,11170, 산천동,2015,2,1~10,리버힐삼성,2001,15,59.98,"    41,500"
6,11170, 산천동,2015,2,1~10,리버힐삼성,2001,15,59.55,"    37,500"
7,11170, 산천동,2015,2,11~20,리버힐삼성,2001,2,84.98,"    49,000"
8,11170, 산천동,2015,2,11~20,리버힐삼성,2001,11,59.55,"    37,600"
9,11170, 산천동,2015,2,21~28,한강타운,2001,10,59.69,"    31,500"
0,11170, 후암동,2015,3,1~10,후암미주,1980,1,63.31,"    41,500"
1,11170, 후암동,2015,3,11~20,명남아띠팰리스,2006,1,76.27,"    50,000"
2,11170, 후암동,2015,3,21~31,후암미주,1980,6,62.28,"    45,000"
3,11170, 후암동,2015,3,21~31,브라운스톤남산,2004,2,166.56,"    87,500"
4,11170, 후암동,2015,3,21~31,브라운스톤남산,2004,3,166.56,"    90,000"
5,11170, 동자동,2015,3,1~10,센트레빌아스테리움서울,2013,22,128.06,"    91,500"
6,11170, 동자동,2015,3,11~20,센트레빌아스테리움서울,2013,9,149.05,"   107,000"
7,11170, 원효로1가,2015,3,11~20,용산 더프라임,2014,33,142.901,"   130,000"
8,11170, 신창동,2015,3,1~10,세방리버하이빌,2005,6,84.77,"    46,900"
9,11170, 신창동,2015,3,11~20,세방리버하이빌,2005,15,84.54,"    48,000"
0,11170, 후암동,2015,4,1~10,삼안리치10차,2005,1,85.31,"    46,700"
1,11170, 후암동,2015,4,11~20,후암미주,1980,7,62.28,"    41,000"
2,11170, 후암동,2015,4,11~20,후암미주,1980,2,62.78,"    43,000"
3,11170, 동자동,2015,4,21~30,센트레빌아스테리움서울,2013,16,128.06,"    89,000"
4,11170, 청파동3가,2015,4,21~30,한울글로리B,2003,3,62.14,"    32,500"
5,11170, 원효로1가,2015,4,1~10,용산 더프라임,2014,20,84.976,"    74,800"
6,11170, 원효로1가,2015,4,11~20,용산 더프라임,2014,14,84.976,"    70,000"
7,11170, 원효로1가,2015,4,11~20,용산 더프라임,2014,12,84.976,"    72,500"
8,11170, 원효로1가,2015,4,21~30,용산 더프라임,2014,4,55.989,"    51,850"
9,11170, 산천동,2015,4,1~10,리버힐삼성,2001,19,59.55,"    37,500"
0,11170, 후암동,2015,5,21~31,후암미주,1980,7,62.28,"    33,900"
